ActivityName,ResourceId,Timestamp,Transition,EventId,CaseName,TraceId,Value,Position,Day
get_water,1,2020-03-16 07:39:00+00:00,start,28,drink,1,,kitchen_sink ,Day1
get_water,1,2020-03-16 07:39:00+00:00,complete,30,drink,1,,kitchen_sink ,Day1
drink_water,1,2020-03-16 07:39:00+00:00,start,31,drink,1,,kitchen_sink ,Day1
drink_water,1,2020-03-16 07:40:00+00:00,complete,33,drink,1,,kitchen_sink ,Day1
go_computer,1,2020-03-16 07:40:00+00:00,complete,34,housekeeping_BP,2,,computer ,Day1
go_computer,1,2020-03-16 07:41:00+00:00,complete,35,housekeeping_BP,2,,computer ,Day1
clean,1,2020-03-16 07:41:00+00:00,start,36,housekeeping_BP,2,,Unknown_Position,Day1
clean,1,2020-03-16 08:02:00+00:00,complete,38,housekeeping_BP,2,,Unknown_Position,Day1
go_book_shelf,1,2020-03-16 08:02:00+00:00,complete,39,housekeeping_BP,2,,book_shelf,Day1
clean,1,2020-03-16 08:02:00+00:00,start,40,housekeeping_BP,2,,Unknown_Position,Day1
go_book_shelf,1,2020-03-16 21:59:00+00:00,complete,128,housekeeping_BP,2,,book_shelf,Day1
go_book_shelf,1,2020-03-16 22:00:00+00:00,complete,129,housekeeping_BP,2,,book_shelf,Day1
clean,1,2020-03-16 22:13:00+00:00,complete,131,housekeeping_BP,2,,Unknown_Position,Day1
go_wardrobe,1,2020-03-16 22:13:00+00:00,complete,132,housekeeping_BP,2,,wardrobe ,Day1
go_wardrobe,1,2020-03-16 22:14:00+00:00,complete,133,housekeeping_BP,2,,wardrobe ,Day1
clean,1,2020-03-16 22:14:00+00:00,start,134,housekeeping_BP,2,,Unknown_Position,Day1
go_wardrobe,1,2020-03-16 22:34:00+00:00,complete,158,housekeeping_BP,2,,wardrobe ,Day1
go_wardrobe,1,2020-03-16 22:35:00+00:00,complete,159,housekeeping_BP,2,,wardrobe ,Day1
clean,1,2020-03-16 22:42:00+00:00,complete,161,housekeeping_BP,2,,Unknown_Position,Day1
go_kitchen_sink,1,2020-03-16 22:43:00+00:00,complete,2524,wash_dishes_BP,2.257,,kitchen_sink ,Day1
wash_dishes,1,2020-03-16 22:43:00+00:00,start,2525,wash_dishes_BP,2.257,,kitchen_sink ,Day1
wash_dishes,1,2020-03-16 22:44:00+00:00,complete,2527,wash_dishes_BP,2.257,,kitchen_sink ,Day1
go_wardrobe,1,2020-03-16 08:10:00+00:00,complete,42,work_BP,3,,wardrobe ,Day1
change_clothes,1,2020-03-16 08:10:00+00:00,start,43,work_BP,3,,wardrobe ,Day1
change_clothes,1,2020-03-16 08:14:00+00:00,complete,45,work_BP,3,,wardrobe ,Day1
go_shoe_shelf,1,2020-03-16 08:14:00+00:00,complete,46,work_BP,3,,shoe_shelf ,Day1
go_shoe_shelf,1,2020-03-16 08:15:00+00:00,complete,47,work_BP,3,,shoe_shelf ,Day1
dress_up_outdoor,1,2020-03-16 08:15:00+00:00,start,48,work_BP,3,,shoe_shelf ,Day1
dress_up_outdoor,1,2020-03-16 08:20:00+00:00,complete,50,work_BP,3,,shoe_shelf ,Day1
go_workplace,1,2020-03-16 08:20:00+00:00,complete,51,work_BP,3,,outside ,Day1
work,1,2020-03-16 08:20:00+00:00,start,52,work_BP,3,,outside ,Day1
work,1,2020-03-16 18:21:00+00:00,complete,54,work_BP,3,,outside ,Day1
go_shoe_shelf,1,2020-03-16 18:21:00+00:00,complete,55,work_BP,3,,shoe_shelf ,Day1
dress_down_outdoor,1,2020-03-16 18:21:00+00:00,start,56,work_BP,3,,shoe_shelf ,Day1
dress_down_outdoor,1,2020-03-16 18:27:00+00:00,complete,58,work_BP,3,,shoe_shelf ,Day1
go_wardrobe,1,2020-03-16 18:27:00+00:00,complete,59,work_BP,3,,wardrobe ,Day1
change_clothes,1,2020-03-16 18:27:00+00:00,start,60,work_BP,3,,wardrobe ,Day1
change_clothes,1,2020-03-16 18:31:00+00:00,complete,62,work_BP,3,,wardrobe ,Day1
finish_walk,1,2020-03-16 18:31:00+00:00,start,63,work_BP,3,,outside ,Day1
finish_walk,1,2020-03-16 18:31:00+00:00,complete,65,work_BP,3,,outside ,Day1
go_kitchen_shelf,1,2020-03-16 18:31:00+00:00,complete,66,drink,4,,kitchen_shelf ,Day1
go_kitchen_shelf,1,2020-03-16 18:32:00+00:00,complete,67,drink,4,,kitchen_shelf ,Day1
get_glass,1,2020-03-16 18:32:00+00:00,start,68,drink,4,,kitchen_shelf ,Day1
get_glass,1,2020-03-16 18:32:00+00:00,complete,70,drink,4,,kitchen_shelf ,Day1
go_kitchen_sink,1,2020-03-16 18:32:00+00:00,complete,71,drink,4,,kitchen_sink ,Day1
get_water,1,2020-03-16 18:32:00+00:00,start,72,drink,4,,kitchen_sink ,Day1
get_water,1,2020-03-16 18:32:00+00:00,complete,74,drink,4,,kitchen_sink ,Day1
drink_water,1,2020-03-16 18:32:00+00:00,start,75,drink,4,,kitchen_sink ,Day1
drink_water,1,2020-03-16 18:43:00+00:00,complete,77,drink,4,,kitchen_sink ,Day1
go_computer,1,2020-03-16 18:43:00+00:00,complete,78,use_computer,5,,computer ,Day1
switch_computer_on,1,2020-03-16 18:43:00+00:00,start,79,use_computer,5,,computer ,Day1
switch_computer_on,1,2020-03-16 18:43:00+00:00,complete,81,use_computer,5,,computer ,Day1
go_computer_chair,1,2020-03-16 18:43:00+00:00,complete,82,use_computer,5,,computer_chair,Day1
use_the_computer,1,2020-03-16 18:43:00+00:00,start,83,use_computer,5,,computer ,Day1
use_the_computer,1,2020-03-16 20:35:00+00:00,complete,85,use_computer,5,,computer ,Day1
go_computer,1,2020-03-16 20:35:00+00:00,complete,86,use_computer,5,,computer ,Day1
switch_computer_off,1,2020-03-16 20:35:00+00:00,start,87,use_computer,5,,computer ,Day1
switch_computer_off,1,2020-03-16 20:35:00+00:00,complete,89,use_computer,5,,computer ,Day1
go_entrace,1,2020-03-16 20:35:00+00:00,complete,90,someone_at_entrace,6,,entrace,Day1
go_entrace,1,2020-03-16 20:36:00+00:00,complete,91,someone_at_entrace,6,,entrace,Day1
interact_with_man,1,2020-03-16 20:36:00+00:00,start,92,someone_at_entrace,6,,entrace,Day1
interact_with_man,1,2020-03-16 20:39:00+00:00,complete,94,someone_at_entrace,6,,entrace,Day1
go_fridge,1,2020-03-16 20:39:00+00:00,complete,98,cook_and_eat_BP,7,,fridge,Day1
go_fridge,1,2020-03-16 20:40:00+00:00,complete,99,cook_and_eat_BP,7,,fridge,Day1
get_food_from_fridge,1,2020-03-16 20:40:00+00:00,start,100,cook_and_eat_BP,7,,fridge,Day1
get_food_from_fridge,1,2020-03-16 20:41:00+00:00,complete,102,cook_and_eat_BP,7,,fridge,Day1
go_kitchen_shelf,1,2020-03-16 20:41:00+00:00,complete,103,cook_and_eat_BP,7,,kitchen_shelf ,Day1
get_bread,1,2020-03-16 20:41:00+00:00,start,104,cook_and_eat_BP,7,,fridge,Day1
get_bread,1,2020-03-16 20:42:00+00:00,complete,106,cook_and_eat_BP,7,,fridge,Day1
go_dining_table,1,2020-03-16 20:42:00+00:00,complete,107,cook_and_eat_BP,7,,dining_table ,Day1
eat_cold_meal,1,2020-03-16 20:42:00+00:00,start,108,cook_and_eat_BP,7,,dining_table ,Day1
go_dining_table,1,2020-03-16 21:34:00+00:00,complete,121,cook_and_eat_BP,7,,dining_table ,Day1
eat_cold_meal,1,2020-03-16 21:59:00+00:00,complete,123,cook_and_eat_BP,7,,dining_table ,Day1
go_kitchen_sink,1,2020-03-16 21:59:00+00:00,complete,124,cook_and_eat_BP,7,,kitchen_sink ,Day1
put_plate_to_sink,1,2020-03-16 21:59:00+00:00,start,125,cook_and_eat_BP,7,,kitchen_sink ,Day1
put_plate_to_sink,1,2020-03-16 21:59:00+00:00,complete,127,cook_and_eat_BP,7,,kitchen_sink ,Day1
go_kitchen_shelf,1,2020-03-16 21:30:00+00:00,complete,110,drink,8,,kitchen_shelf ,Day1
get_glass,1,2020-03-16 21:30:00+00:00,start,111,drink,8,,kitchen_shelf ,Day1
get_glass,1,2020-03-16 21:30:00+00:00,complete,113,drink,8,,kitchen_shelf ,Day1
go_kitchen_sink,1,2020-03-16 21:30:00+00:00,complete,114,drink,8,,kitchen_sink ,Day1
get_water,1,2020-03-16 21:30:00+00:00,start,115,drink,8,,kitchen_sink ,Day1
get_water,1,2020-03-16 21:30:00+00:00,complete,117,drink,8,,kitchen_sink ,Day1
drink_water,1,2020-03-16 21:30:00+00:00,start,118,drink,8,,kitchen_sink ,Day1
drink_water,1,2020-03-16 21:34:00+00:00,complete,120,drink,8,,kitchen_sink ,Day1
go_wc,1,2020-03-16 22:28:00+00:00,complete,136,wc,9,,wc,Day1
wc_do,1,2020-03-16 22:28:00+00:00,start,137,wc,9,,wc,Day1
wc_do,1,2020-03-16 22:32:00+00:00,complete,139,wc,9,,wc,Day1
wc_flush,1,2020-03-16 22:32:00+00:00,start,140,wc,9,,wc,Day1
wc_flush,1,2020-03-16 22:32:00+00:00,complete,142,wc,9,,wc,Day1
go_bathroom_sink,1,2020-03-16 22:32:00+00:00,complete,143,wc,9,,bathroom_sink,Day1
wash_hands,1,2020-03-16 22:32:00+00:00,start,144,wc,9,,bathroom_sink,Day1
wash_hands,1,2020-03-16 22:32:00+00:00,complete,145,wc,9,,bathroom_sink,Day1
go_kitchen_shelf,1,2020-03-16 22:32:00+00:00,complete,146,drink,10,,kitchen_shelf ,Day1
go_kitchen_shelf,1,2020-03-16 22:33:00+00:00,complete,147,drink,10,,kitchen_shelf ,Day1
get_glass,1,2020-03-16 22:33:00+00:00,start,148,drink,10,,kitchen_shelf ,Day1
get_glass,1,2020-03-16 22:33:00+00:00,complete,150,drink,10,,kitchen_shelf ,Day1
go_kitchen_sink,1,2020-03-16 22:33:00+00:00,complete,151,drink,10,,kitchen_sink ,Day1
get_water,1,2020-03-16 22:33:00+00:00,start,152,drink,10,,kitchen_sink ,Day1
get_water,1,2020-03-16 22:33:00+00:00,complete,154,drink,10,,kitchen_sink ,Day1
drink_water,1,2020-03-16 22:33:00+00:00,start,155,drink,10,,kitchen_sink ,Day1
drink_water,1,2020-03-16 22:34:00+00:00,complete,157,drink,10,,kitchen_sink ,Day1
go_chair,1,2020-03-16 22:42:00+00:00,complete,162,relax_BP,11,,chair,Day1
rest_in_chair,1,2020-03-16 22:42:00+00:00,start,163,relax_BP,11,,chair,Day1
rest_in_chair,1,2020-03-16 23:05:00+00:00,complete,165,relax_BP,11,,chair,Day1
go_chair,1,2020-03-16 23:05:00+00:00,complete,166,relax_BP,12,,chair,Day1
rest_in_chair,1,2020-03-16 23:05:00+00:00,start,167,relax_BP,12,,chair,Day1
rest_in_chair,1,2020-03-16 23:28:00+00:00,complete,168,relax_BP,12,,chair,Day1
go_chair,1,2020-03-16 23:28:00+00:00,complete,169,relax_BP,13,,chair,Day1
rest_in_chair,1,2020-03-16 23:28:00+00:00,start,170,relax_BP,13,,chair,Day1
rest_in_chair,1,2020-03-16 23:50:00+00:00,complete,171,relax_BP,13,,chair,Day1
go_wardrobe,1,2020-03-16 23:50:00+00:00,complete,172,sleeping_BP,14,,wardrobe ,Day1
go_wardrobe,1,2020-03-16 23:51:00+00:00,complete,173,sleeping_BP,14,,wardrobe ,Day1
get_clothes,1,2020-03-16 23:51:00+00:00,start,174,sleeping_BP,14,,wardrobe ,Day1
get_clothes,1,2020-03-16 23:52:00+00:00,complete,176,sleeping_BP,14,,wardrobe ,Day1
change_clothes,1,2020-03-16 23:52:00+00:00,start,177,sleeping_BP,14,,wardrobe ,Day1
change_clothes,1,2020-03-16 23:55:00+00:00,complete,178,sleeping_BP,14,,wardrobe ,Day1
go_bathtub,1,2020-03-16 23:55:00+00:00,complete,179,sleeping_BP,14,,bathroom_sink,Day1
go_bathtub,1,2020-03-16 23:56:00+00:00,complete,180,sleeping_BP,14,,bathroom_sink,Day1
have_bath,1,2020-03-16 23:56:00+00:00,start,181,sleeping_BP,14,,bathroom_sink,Day1
have_bath,1,2020-03-17 00:22:00+00:00,complete,183,sleeping_BP,14,,bathroom_sink,Day2
go_bathroom_sink,1,2020-03-17 00:22:00+00:00,complete,184,sleeping_BP,14,,bathroom_sink,Day2
brush_teeth,1,2020-03-17 00:22:00+00:00,start,185,sleeping_BP,14,,bathroom_sink,Day2
brush_teeth,1,2020-03-17 00:28:00+00:00,complete,187,sleeping_BP,14,,bathroom_sink,Day2
go_bed,1,2020-03-17 00:28:00+00:00,complete,188,sleeping_BP,14,,bed ,Day2
sleep_in_bed,1,2020-03-17 00:28:00+00:00,start,189,sleeping_BP,14,,bed ,Day2
go_bed,1,2020-03-17 04:11:00+00:00,complete,201,sleeping_BP,14,,bed ,Day2
go_bed,1,2020-03-17 22:18:00+00:00,complete,279,sleeping_BP,14,,bed ,Day2
go_bed,1,2020-03-18 01:21:00+00:00,complete,296,sleeping_BP,14,,bed ,Day3
go_bed,1,2020-03-18 01:22:00+00:00,complete,297,sleeping_BP,14,,bed ,Day3
sleep_in_bed,1,2020-03-18 02:16:00+00:00,complete,299,sleeping_BP,14,,bed ,Day3
go_wardrobe,1,2020-03-18 02:16:00+00:00,complete,300,sleeping_BP,14,,wardrobe ,Day3
go_wardrobe,1,2020-03-18 02:17:00+00:00,complete,301,sleeping_BP,14,,wardrobe ,Day3
change_clothes,1,2020-03-18 02:17:00+00:00,start,302,sleeping_BP,14,,wardrobe ,Day3
change_clothes,1,2020-03-18 02:21:00+00:00,complete,304,sleeping_BP,14,,wardrobe ,Day3
go_wc,1,2020-03-17 04:03:00+00:00,complete,191,bed_to_toilet_BP,15,,wc,Day2
wc_do,1,2020-03-17 04:03:00+00:00,start,192,bed_to_toilet_BP,15,,wc,Day2
wc_do,1,2020-03-17 04:11:00+00:00,complete,194,bed_to_toilet_BP,15,,wc,Day2
wc_flush,1,2020-03-17 04:11:00+00:00,start,195,bed_to_toilet_BP,15,,wc,Day2
wc_flush,1,2020-03-17 04:11:00+00:00,complete,197,bed_to_toilet_BP,15,,wc,Day2
go_bathroom_sink,1,2020-03-17 04:11:00+00:00,complete,198,bed_to_toilet_BP,15,,bathroom_sink,Day2
wash_hands,1,2020-03-17 04:11:00+00:00,start,199,bed_to_toilet_BP,15,,bathroom_sink,Day2
wash_hands,1,2020-03-17 04:11:00+00:00,complete,200,bed_to_toilet_BP,15,,bathroom_sink,Day2
go_bed,1,2020-03-17 04:11:00+00:00,complete,202,bed_to_toilet_BP,15,,bed ,Day2
go_bed,1,2020-03-17 04:12:00+00:00,complete,2970,bed_to_toilet_BP,15,,bed ,Day2
sleep_in_bed,1,2020-03-17 04:12:00+00:00,complete,2990,bed_to_toilet_BP,15,,bed ,Day2
go_wardrobe,1,2020-03-17 08:17:00+00:00,complete,204,work_BP,16,,wardrobe ,Day2
change_clothes,1,2020-03-17 08:17:00+00:00,start,205,work_BP,16,,wardrobe ,Day2
change_clothes,1,2020-03-17 08:21:00+00:00,complete,207,work_BP,16,,wardrobe ,Day2
go_shoe_shelf,1,2020-03-17 08:21:00+00:00,complete,208,work_BP,16,,shoe_shelf ,Day2
dress_up_outdoor,1,2020-03-17 08:21:00+00:00,start,209,work_BP,16,,shoe_shelf ,Day2
dress_up_outdoor,1,2020-03-17 08:26:00+00:00,complete,211,work_BP,16,,shoe_shelf ,Day2
go_workplace,1,2020-03-17 08:26:00+00:00,complete,212,work_BP,16,,outside ,Day2
go_workplace,1,2020-03-17 08:27:00+00:00,complete,213,work_BP,16,,outside ,Day2
work,1,2020-03-17 08:27:00+00:00,start,214,work_BP,16,,outside ,Day2
work,1,2020-03-17 18:28:00+00:00,complete,216,work_BP,16,,outside ,Day2
go_shoe_shelf,1,2020-03-17 18:28:00+00:00,complete,217,work_BP,16,,shoe_shelf ,Day2
dress_down_outdoor,1,2020-03-17 18:28:00+00:00,start,218,work_BP,16,,shoe_shelf ,Day2
dress_down_outdoor,1,2020-03-17 18:34:00+00:00,complete,220,work_BP,16,,shoe_shelf ,Day2
go_wardrobe,1,2020-03-17 18:34:00+00:00,complete,221,work_BP,16,,wardrobe ,Day2
change_clothes,1,2020-03-17 18:34:00+00:00,start,222,work_BP,16,,wardrobe ,Day2
change_clothes,1,2020-03-17 18:39:00+00:00,complete,224,work_BP,16,,wardrobe ,Day2
finish_walk,1,2020-03-17 18:39:00+00:00,start,225,work_BP,16,,outside ,Day2
finish_walk,1,2020-03-17 18:39:00+00:00,complete,227,work_BP,16,,outside ,Day2
go_kitchen_shelf,1,2020-03-17 18:39:00+00:00,complete,228,drink,17,,kitchen_shelf ,Day2
get_glass,1,2020-03-17 18:39:00+00:00,start,229,drink,17,,kitchen_shelf ,Day2
get_glass,1,2020-03-17 18:39:00+00:00,complete,231,drink,17,,kitchen_shelf ,Day2
go_kitchen_sink,1,2020-03-17 18:39:00+00:00,complete,232,drink,17,,kitchen_sink ,Day2
get_water,1,2020-03-17 18:39:00+00:00,start,233,drink,17,,kitchen_sink ,Day2
get_water,1,2020-03-17 18:39:00+00:00,complete,235,drink,17,,kitchen_sink ,Day2
drink_water,1,2020-03-17 18:39:00+00:00,start,236,drink,17,,kitchen_sink ,Day2
drink_water,1,2020-03-17 18:52:00+00:00,complete,238,drink,17,,kitchen_sink ,Day2
go_computer,1,2020-03-17 18:52:00+00:00,complete,239,use_computer,18,,computer ,Day2
switch_computer_on,1,2020-03-17 18:52:00+00:00,start,240,use_computer,18,,computer ,Day2
switch_computer_on,1,2020-03-17 18:52:00+00:00,complete,242,use_computer,18,,computer ,Day2
go_computer_chair,1,2020-03-17 18:52:00+00:00,complete,243,use_computer,18,,computer_chair,Day2
use_the_computer,1,2020-03-17 18:52:00+00:00,start,244,use_computer,18,,computer ,Day2
use_the_computer,1,2020-03-17 20:50:00+00:00,complete,246,use_computer,18,,computer ,Day2
go_computer,1,2020-03-17 20:50:00+00:00,complete,247,use_computer,18,,computer ,Day2
switch_computer_off,1,2020-03-17 20:50:00+00:00,start,248,use_computer,18,,computer ,Day2
switch_computer_off,1,2020-03-17 20:50:00+00:00,complete,250,use_computer,18,,computer ,Day2
go_fridge,1,2020-03-17 20:50:00+00:00,complete,254,cook_and_eat_BP,19,,fridge,Day2
go_fridge,1,2020-03-17 20:51:00+00:00,complete,255,cook_and_eat_BP,19,,fridge,Day2
get_food_from_fridge,1,2020-03-17 20:51:00+00:00,start,256,cook_and_eat_BP,19,,fridge,Day2
get_food_from_fridge,1,2020-03-17 20:52:00+00:00,complete,258,cook_and_eat_BP,19,,fridge,Day2
go_kitchen_shelf,1,2020-03-17 20:52:00+00:00,complete,259,cook_and_eat_BP,19,,kitchen_shelf ,Day2
get_bread,1,2020-03-17 20:52:00+00:00,start,260,cook_and_eat_BP,19,,fridge,Day2
get_bread,1,2020-03-17 20:53:00+00:00,complete,262,cook_and_eat_BP,19,,fridge,Day2
go_dining_table,1,2020-03-17 20:53:00+00:00,complete,263,cook_and_eat_BP,19,,dining_table ,Day2
eat_cold_meal,1,2020-03-17 20:53:00+00:00,start,264,cook_and_eat_BP,19,,dining_table ,Day2
go_dining_table,1,2020-03-17 21:49:00+00:00,complete,277,cook_and_eat_BP,19,,dining_table ,Day2
go_dining_table,1,2020-03-18 02:21:00+00:00,complete,305,cook_and_eat_BP,19,,dining_table ,Day3
eat_cold_meal,1,2020-03-18 02:27:00+00:00,complete,307,cook_and_eat_BP,19,,dining_table ,Day3
go_kitchen_sink,1,2020-03-18 02:27:00+00:00,complete,308,cook_and_eat_BP,19,,kitchen_sink ,Day3
put_plate_to_sink,1,2020-03-18 02:27:00+00:00,start,309,cook_and_eat_BP,19,,kitchen_sink ,Day3
put_plate_to_sink,1,2020-03-18 02:27:00+00:00,complete,311,cook_and_eat_BP,19,,kitchen_sink ,Day3
go_kitchen_shelf,1,2020-03-17 21:45:00+00:00,complete,266,drink,20,,kitchen_shelf ,Day2
get_glass,1,2020-03-17 21:45:00+00:00,start,267,drink,20,,kitchen_shelf ,Day2
get_glass,1,2020-03-17 21:45:00+00:00,complete,269,drink,20,,kitchen_shelf ,Day2
go_kitchen_sink,1,2020-03-17 21:45:00+00:00,complete,270,drink,20,,kitchen_sink ,Day2
get_water,1,2020-03-17 21:45:00+00:00,start,271,drink,20,,kitchen_sink ,Day2
get_water,1,2020-03-17 21:45:00+00:00,complete,273,drink,20,,kitchen_sink ,Day2
drink_water,1,2020-03-17 21:45:00+00:00,start,274,drink,20,,kitchen_sink ,Day2
drink_water,1,2020-03-17 21:49:00+00:00,complete,276,drink,20,,kitchen_sink ,Day2
go_kitchen_sink,1,2020-03-17 21:50:00+00:00,complete,2524,wash_dishes_BP,20.257,,kitchen_sink ,Day2
wash_dishes,1,2020-03-17 21:50:00+00:00,start,2525,wash_dishes_BP,20.257,,kitchen_sink ,Day2
wash_dishes,1,2020-03-17 21:53:00+00:00,complete,2527,wash_dishes_BP,20.257,,kitchen_sink ,Day2
go_wc,1,2020-03-18 01:08:00+00:00,complete,281,bed_to_toilet_BP,21,,wc,Day3
wc_do,1,2020-03-18 01:08:00+00:00,start,282,bed_to_toilet_BP,21,,wc,Day3
wc_do,1,2020-03-18 01:17:00+00:00,complete,284,bed_to_toilet_BP,21,,wc,Day3
wc_flush,1,2020-03-18 01:17:00+00:00,start,285,bed_to_toilet_BP,21,,wc,Day3
wc_flush,1,2020-03-18 01:17:00+00:00,complete,287,bed_to_toilet_BP,21,,wc,Day3
go_bathroom_sink,1,2020-03-18 01:17:00+00:00,complete,288,bed_to_toilet_BP,21,,bathroom_sink,Day3
wash_hands,1,2020-03-18 01:17:00+00:00,start,289,bed_to_toilet_BP,21,,bathroom_sink,Day3
wash_hands,1,2020-03-18 01:17:00+00:00,complete,290,bed_to_toilet_BP,21,,bathroom_sink,Day3
go_entrace,1,2020-03-18 01:17:00+00:00,complete,291,someone_at_entrace,22,,entrace,Day3
go_entrace,1,2020-03-18 01:18:00+00:00,complete,292,someone_at_entrace,22,,entrace,Day3
interact_with_man,1,2020-03-18 01:18:00+00:00,start,293,someone_at_entrace,22,,entrace,Day3
interact_with_man,1,2020-03-18 01:21:00+00:00,complete,295,someone_at_entrace,22,,entrace,Day3
go_kitchen_shelf,1,2020-03-18 02:27:00+00:00,complete,312,drink,23,,kitchen_shelf ,Day3
get_glass,1,2020-03-18 02:27:00+00:00,start,313,drink,23,,kitchen_shelf ,Day3
get_glass,1,2020-03-18 02:28:00+00:00,complete,315,drink,23,,kitchen_shelf ,Day3
go_kitchen_sink,1,2020-03-18 02:28:00+00:00,complete,316,drink,23,,kitchen_sink ,Day3
get_water,1,2020-03-18 02:28:00+00:00,start,317,drink,23,,kitchen_sink ,Day3
get_water,1,2020-03-18 02:28:00+00:00,complete,319,drink,23,,kitchen_sink ,Day3
drink_water,1,2020-03-18 02:28:00+00:00,start,320,drink,23,,kitchen_sink ,Day3
drink_water,1,2020-03-18 02:29:00+00:00,complete,322,drink,23,,kitchen_sink ,Day3
go_chair,1,2020-03-18 02:29:00+00:00,complete,323,relax_BP,24,,chair,Day3
go_chair,1,2020-03-18 02:30:00+00:00,complete,324,relax_BP,24,,chair,Day3
rest_in_chair,1,2020-03-18 02:30:00+00:00,start,325,relax_BP,24,,chair,Day3
rest_in_chair,1,2020-03-18 02:50:00+00:00,complete,327,relax_BP,24,,chair,Day3
go_chair,1,2020-03-18 02:50:00+00:00,complete,328,relax_BP,25,,chair,Day3
rest_in_chair,1,2020-03-18 02:50:00+00:00,start,329,relax_BP,25,,chair,Day3
rest_in_chair,1,2020-03-18 03:07:00+00:00,complete,330,relax_BP,25,,chair,Day3
go_chair,1,2020-03-18 03:07:00+00:00,complete,331,relax_BP,26,,chair,Day3
rest_in_chair,1,2020-03-18 03:07:00+00:00,start,332,relax_BP,26,,chair,Day3
rest_in_chair,1,2020-03-18 03:28:00+00:00,complete,333,relax_BP,26,,chair,Day3
go_wc,1,2020-03-18 03:28:00+00:00,complete,334,wc,27,,wc,Day3
wc_do,1,2020-03-18 03:28:00+00:00,start,335,wc,27,,wc,Day3
wc_do,1,2020-03-18 03:32:00+00:00,complete,337,wc,27,,wc,Day3
wc_flush,1,2020-03-18 03:32:00+00:00,start,338,wc,27,,wc,Day3
wc_flush,1,2020-03-18 03:32:00+00:00,complete,340,wc,27,,wc,Day3
go_bathroom_sink,1,2020-03-18 03:32:00+00:00,complete,341,wc,27,,bathroom_sink,Day3
wash_hands,1,2020-03-18 03:32:00+00:00,start,342,wc,27,,bathroom_sink,Day3
wash_hands,1,2020-03-18 03:32:00+00:00,complete,343,wc,27,,bathroom_sink,Day3
go_chair,1,2020-03-18 03:32:00+00:00,complete,344,relax_BP,28,,chair,Day3
rest_in_chair,1,2020-03-18 03:32:00+00:00,start,345,relax_BP,28,,chair,Day3
rest_in_chair,1,2020-03-18 03:56:00+00:00,complete,347,relax_BP,28,,chair,Day3
go_kitchen_shelf,1,2020-03-18 03:56:00+00:00,complete,348,drink,29,,kitchen_shelf ,Day3
go_kitchen_shelf,1,2020-03-18 03:57:00+00:00,complete,349,drink,29,,kitchen_shelf ,Day3
get_glass,1,2020-03-18 03:57:00+00:00,start,350,drink,29,,kitchen_shelf ,Day3
get_glass,1,2020-03-18 03:57:00+00:00,complete,352,drink,29,,kitchen_shelf ,Day3
go_kitchen_sink,1,2020-03-18 03:57:00+00:00,complete,353,drink,29,,kitchen_sink ,Day3
